,AAPL,ADBE,AMZN,BAC,CMCSA,CSCO,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,KO,MA,MSFT,NFLX,NKE,NVDA,ORCL,PFE,PG,T,TM,TSLA,UNH,V,VZ,WMT,XOM
MAE,6.176340400308803,21.502501308054164,123.66977968077728,0.5972883148469786,0.7189307178276176,1.2578368878019033,1.4797042349110474,4.701093756634256,70.26121078712353,11.6356591210849,1.0555730557096177,1.697043985560321,3.3254278431768003,1.2882245865421023,16.150530718374945,16.599544787752457,15.72928409299989,4.517588463382444,30.47202023215916,1.0472664694855183,0.4482132075489432,12.327407809271328,0.5150281104488651,1.354276339213053,39.73634690949411,9.781584725863691,6.5206835373588214,1.0411066870758503,5.373905886774478,0.9516482525977535
MSE,104.13994572811094,1104.2503879566063,40158.4555556986,0.627233790110376,0.888299234084571,2.2609237701404146,5.088514926420389,38.78182684748595,11658.325560970772,220.81167098390486,2.2989159818264233,5.543388878180481,20.420298031879042,2.5528353164660826,406.394484907635,521.7967666024031,520.463243989317,44.01671489773788,2999.210244632426,1.838172500397549,0.3807920442558947,228.80972467728134,0.45270335635335796,3.685230010344441,6851.605216230766,168.98061647458698,66.68331768734724,1.452369171465446,53.26341461671436,1.6780138077674758
RMSE,10.204898124337692,33.23026313402598,200.39574734933524,0.7919809278703471,0.942496278021601,1.5036368478261015,2.2557736868800444,6.227505668201832,107.97372625306015,14.859733207023094,1.5162176564815566,2.3544402473157993,4.518882387480232,1.5977594676502727,20.159228281549744,22.842871242521223,22.813663537216396,6.634509393899286,54.765045828817,1.3557922039890733,0.6170834986093006,15.126457770320233,0.6728323389622097,1.9196952910148113,82.77442368407506,12.999254458413644,8.165985408225222,1.2051428012752041,7.298178856174625,1.2953817228012274
MAPE,6.358970757976054,5.167580724002907,4.474307991207197,2.262758832101055,1.7391202023376648,2.7716444105605578,1.6823421507876593,3.492602000409633,4.6850520958783335,4.896461095345627,2.027874360656511,1.2495952038767837,2.996058722847584,2.584734461459955,5.4123809904461435,8.989217218921324,3.6834771729019695,4.2474778948063685,7.301876170776707,1.9664172571237686,1.3033152096848892,10.060389431095222,1.7402418209323576,1.0511869018854634,11.239760388562049,3.4020841999263696,3.4917719821669775,1.8903902782546678,4.235858016124873,2.123547919371201
MPE,5.828698010561436,4.530636754519735,3.5761092506735883,1.2948219822348406,0.969043367793453,2.2770032938260143,0.12493280669249804,2.934138003142437,4.041496834153974,4.6618227999929385,1.0310353192226385,0.7132296243049489,2.132206267099528,2.2294835751056277,5.025525539718733,8.787458072624275,1.957313447274682,3.904728986883839,4.845099873520266,1.397705502326729,0.11032976927447559,10.032436984771625,1.1958367996786996,0.29480842359379605,9.83211683181902,2.9164739978899776,3.0845653865364744,1.6337214029405356,4.065350175466919,-1.2238338889176255
