,AAPL,MSFT,GOOG,AMZN,BRK-A,NVDA,V,JPM,UNH,JNJ,BAC,WMT,PG,HD,MA,XOM,PFE,DIS,CVX,KO,AVGO,PEP,CSCO,WFC,COST,LLY,ADBE
MAE,3.7401515901272364,4.728154558875878,84.02124231345684,74.50165156671667,2495.4891331093804,7.550619470709932,2.6911057932904963,1.0166741873621328,6.4547841210187356,1.5282681865750907,0.5864199287717533,0.8533213196532117,1.5205443426992171,4.377626744903387,2.127168992332137,0.5922536102315817,0.5626731531051115,1.2257285145854586,0.9005438697864567,0.33188941730941984,6.114337591062218,1.0255890924283304,0.3236216333213631,0.5169463009101322,7.794783783220176,5.368077025761224,7.0350303995980665
MSE,108.05038196156366,172.71969956873784,58875.47561637752,32774.897642576594,17289233.434129238,627.3442436938499,32.21866753762873,3.1981157572880003,272.9375045242345,8.210512854420164,1.7408624097247754,2.1533779131423816,7.6583952097985035,115.96255781695157,16.912982526715858,0.6578764866255888,1.7270896183531381,4.710294656412558,1.7625531627253044,0.27209166630930787,252.36464380777866,4.72236424143951,0.29190118098694795,0.5386143201711732,475.9741922311249,247.93078166570675,331.9751263331031
RMSE,10.394728566035944,13.142286694816006,242.64269124862903,181.03838720717934,4158.0323993602115,25.046840992305793,5.676149005939567,1.7883276426002033,16.520820334482018,2.865399248694702,1.3194174508944374,1.4674392366099462,2.767380568298929,10.76859126427183,4.112539668710304,0.8110958553867655,1.3141878170007277,2.1703213256134584,1.3276118268248835,0.5216240660756633,15.88598891500868,2.173100145285419,0.5402787993128622,0.7339034815090968,21.816832772680936,15.7458179103439,18.220184585593614
MAPE,3.7508313949211725,2.6933331887003704,4.717558672801132,3.483212191908557,0.9718271947347161,5.986184293450879,2.191692680763322,1.340974434146714,2.6350812133806314,1.2927517307643248,2.507368068441393,0.9466822030459772,1.6125814008163517,2.4297997381699066,1.3649156640866094,1.109538210869824,1.967600340825404,1.2281610548220165,1.1262441854443699,0.8917981707136038,2.508774715253647,0.9670782233535291,1.1338390458347898,1.512398237647798,2.728389473981472,3.244395621568875,2.209159354716191
MPE,2.4286779700136476,1.4404163519889994,2.7766496826855094,1.7396025718359516,0.17559123085913128,4.564699743069042,0.5834047022092032,0.13909152315512285,1.0778684038700548,0.5368668256706017,0.5430024739556856,0.25052891569400443,0.5614166028411897,0.7545711061659819,0.10669922145630217,-0.14711755150953185,0.386847378341085,0.17279021831408992,-0.01772577852192492,0.06957927682206135,0.6430324173158961,0.2948474542864489,0.011065706920566505,-0.030976211011399447,1.3655653886013024,2.0651429176675085,0.8332598325502332
